"id","name","ofClientsYears","accountId","annualActualBudget","budgetRangeCalc","ediApproach","fullTimeStaffCount","fullTimeStaffRange","headOfOrgRaceEthnicity","organizationType","payorType","programCohort","programEngagement","serviceLevelOne","serviceLevelTwo","sponsor","surveyFrequency","createdDate","createdBy","lastModifiedDate","lastModifiedBy","systemModstamp"
a0u4T000005uFBSQA2,App-20220610-261,,"0014T00000Y2zOjQAJ",10900000,>$10M-$25M,0.0,80.0,"61-100",White,"501(c)3 public charity",funder-sponsored,a054T00000B1ERgQAN,a064T000001f7wUQAQ,Human services,Family services,Charles Schwab Bank,Sometimes,"2022-06-10 23:49:16","00515000006O7O1AAK","2023-02-10 19:16:31","0051C000008XsOpQAK","2023-02-10 19:16:31"
a0u4T000005uFBsQAM,App-20220610-287,,"0014T00000SrIR6QAN",2100000,$1M-$5M,0.0,9.0,"5-9",White,"501(c)3 public charity",funder-sponsored,a054T00000B1ERgQAN,a064T000001f7wuQAA,Arts and culture,Performing arts,Barr Foundation,Regularly,"2022-06-10 23:49:16","00515000006O7O1AAK","2023-02-10 19:16:29","0051C000008XsOpQAK","2023-02-10 19:16:29"
a0u4T000005uFBTQA2,App-20220610-262,,"0014T00000RB5irQAD",1500000,$1M-$5M,0.0,6.0,"5-9",Another race or ethnicity (please describe below):,"501(c)3 public charity",funder-sponsored,a054T00000B1ERgQAN,a064T000001f7wVQAQ,Health,Reproductive health care,Tipping Point Community,Regularly,"2022-06-10 23:49:16","00515000006O7O1AAK","2023-02-10 20:01:52","0051C000008XsOpQAK","2023-02-10 20:01:52"
a0u4T000005uFBtQAM,App-20220610-288,,"0014T00000Srx4EQAR",17111200,>$10M-$25M,0.0,185.0,>100,,Government agency,funder-sponsored,a054T00000B1ERgQAN,a064T000001f7wvQAA,Human services,Targeted population support,Virginia G. Piper Charitable Trust,This will be our first time,"2022-06-10 23:49:16","00515000006O7O1AAK","2023-01-21 00:33:40","0051C000008XsOpQAK","2023-01-21 00:33:40"
a0u4T000005uFBUQA2,App-20220610-263,,"0014T00000RBh9oQAD",5500000,>$5M-$10M,0.0,40.0,"21-40",Not sure,"501(c)3 public charity",funder-sponsored,a054T00000B1ERgQAN,a064T000001f7wWQAQ,Human services,Targeted population support,Virginia G. Piper Charitable Trust,Regularly,"2022-06-10 23:49:16","00515000006O7O1AAK","2023-02-09 21:30:36","0051C000008XsOpQAK","2023-02-09 21:30:36"
a0u4T000005uFBuQAM,App-20220610-289,,"0014T000009YxNiQAK",15000000,>$10M-$25M,0.0,200.0,>100,White,"501(c)3 public charity",funder-sponsored,a054T00000B1ERfQAN,a064T000001f7vxQAA,Human services,Targeted population support,REDF,Regularly,"2022-06-10 23:49:16","00515000006O7O1AAK","2023-02-10 19:15:48","0051C000008XsOpQAK","2023-02-10 19:15:48"
a0u4T000005uFBVQA2,App-20220610-264,,"0014T00000RBlZpQAL",5000000,$1M-$5M,0.0,53.0,"41-60",White,"501(c)3 public charity",funder-sponsored,a054T00000B1ERgQAN,a064T000001f7wXQAQ,Education,Adult education,The Heinz Endowments,Sometimes,"2022-06-10 23:49:16","00515000006O7O1AAK","2023-02-10 19:16:29","0051C000008XsOpQAK","2023-02-10 19:16:29"
a0u4T000005uFBvQAM,App-20220610-290,,"0014T00000Q7XMqQAN",1200000,$1M-$5M,0.0,12.0,"10-20",White,"501(c)3 public charity",funder-sponsored,a054T00000B1ERfQAN,a064T000001f7vyQAA,Human services,Shelter and residential care,Momentum Nonprofit Partners,This will be our first time,"2022-06-10 23:49:16","00515000006O7O1AAK","2023-02-10 19:15:48","0051C000008XsOpQAK","2023-02-10 19:15:48"
a0u4T000005uFBWQA2,App-20220610-265,,"0014T00000RBv85QAD",800000,<$1M,0.0,12.0,"10-20",Not sure,"501(c)3 public charity",funder-sponsored,a054T00000B1ERgQAN,a064T000001f7wYQAQ,Human rights,Justice rights,Michigan Health Endowment Fund,Regularly,"2022-06-10 23:49:16","00515000006O7O1AAK","2023-02-09 21:30:36","0051C000008XsOpQAK","2023-02-09 21:30:36"
a0u4T000005uFBwQAM,App-20220610-291,,"0014T00000R9v2iQAB",6000000,>$5M-$10M,0.0,43.0,"41-60",White,"501(c)3 public charity",self-pay,a054T00000B1ERfQAN,a064T000001f7vzQAA,Community and economic development,Financial services,,Occasionally,"2022-06-10 23:49:16","00515000006O7O1AAK","2023-02-10 19:15:48","0051C000008XsOpQAK","2023-02-10 19:15:48"
a0u4T000005uFBXQA2,App-20220610-266,,"0014T00000RBy79QAD",2786845,$1M-$5M,0.0,19.0,"10-20",White,"501(c)3 public charity",funder-sponsored,a054T00000B1ERgQAN,a064T000001f7wZQAQ,Arts and culture,Performing arts,David and Lucile Packard Foundation,Sometimes,"2022-06-10 23:49:16","00515000006O7O1AAK","2023-02-10 19:16:29","0051C000008XsOpQAK","2023-02-10 19:16:29"
a0u4T000005uFBxQAM,App-20220610-292,,"0014T00000RBlYCQA1",2000000,$1M-$5M,0.0,20.0,"10-20",Another race or ethnicity (please describe below):,"501(c)3 public charity",funder-sponsored,a054T00000B1ERfQAN,a064T000001f7w0QAA,Education,Vocational education,REDF,Sometimes,"2022-06-10 23:49:16","00515000006O7O1AAK","2023-02-10 20:01:52","0051C000008XsOpQAK","2023-02-10 20:01:52"
a0u4T000005uFBYQA2,App-20220610-267,,"0014T00000RC9ccQAD",3000000,$1M-$5M,0.0,17.0,"10-20",White,"501(c)3 public charity",funder-sponsored,a054T00000B1ERgQAN,a064T000001f7waQAA,Community and economic development,Community improvement,David and Lucile Packard Foundation,Occasionally,"2022-06-10 23:49:16","00515000006O7O1AAK","2023-03-01 20:14:24","0051C000008XsOpQAK","2023-03-01 20:14:24"
a0u4T000005uFByQAM,App-20220610-293,,"0014T00000RBlYDQA1",11000000,>$10M-$25M,0.0,75.0,"61-100",White,"501(c)3 public charity",funder-sponsored,a054T00000B1ERfQAN,a064T000001f7w1QAA,Human services,Shelter and residential care,REDF,Regularly,"2022-06-10 23:49:16","00515000006O7O1AAK","2023-02-10 19:16:10","0051C000008XsOpQAK","2023-02-10 19:16:10"
a0u4T000005uFBZQA2,App-20220610-268,,"0014T00000RCAq1QAH",2978965,$1M-$5M,0.0,14.0,"10-20",White,"501(c)3 public charity",funder-sponsored,a054T00000B1ERgQAN,a064T000001f7wbQAA,Health,Health care access,The Boston Foundation,Regularly,"2022-06-10 23:49:16","00515000006O7O1AAK","2023-02-10 19:16:29","0051C000008XsOpQAK","2023-02-10 19:16:29"
a0u4T000005uFBzQAM,App-20220610-294,,"0014T00000RBlYqQAL",3600000,$1M-$5M,0.0,18.0,"10-20",White,Not 501(c)3 public charity or government agency,funder-sponsored,a054T00000B1ERfQAN,a064T000001f7w2QAA,Community and economic development,Employment (Economic development),REDF,Regularly,"2022-06-10 23:49:16","00515000006O7O1AAK","2023-02-10 19:16:10","0051C000008XsOpQAK","2023-02-10 19:16:10"
a0u4T000005uFC0QAM,App-20220610-295,,"0014T00000RBlZZQA1",8000000,>$5M-$10M,0.0,90.0,"61-100",White,"501(c)3 public charity",funder-sponsored,a054T00000B1ERfQAN,a064T000001f7w3QAA,Community and economic development,Employment (Economic development),REDF,Occasionally,"2022-06-10 23:49:16","00515000006O7O1AAK","2023-02-10 19:16:10","0051C000008XsOpQAK","2023-02-10 19:16:10"
a0u4T000005uFC1QAM,App-20220610-296,,"0014T00000RCAiMQAX",2000000,$1M-$5M,0.0,12.0,"10-20",White,Not 501(c)3 public charity or government agency,funder-sponsored,a054T00000B1ERfQAN,a064T000001f7w4QAA,Community and economic development,Urban development (Economic development),Barr Foundation,I'm not sure,"2022-06-10 23:49:16","00515000006O7O1AAK","2023-02-10 19:16:10","0051C000008XsOpQAK","2023-02-10 19:16:10"
a0u4T000005uFC2QAM,App-20220610-297,,"0014T00000RCC1jQAH",187000,<$1M,0.0,1.0,<5,White,"501(c)3 public charity",funder-sponsored,a054T00000B1ERfQAN,a064T000001f7w5QAA,Information and Communications,News and public information,Barr Foundation,Occasionally,"2022-06-10 23:49:16","00515000006O7O1AAK","2023-02-10 19:16:10","0051C000008XsOpQAK","2023-02-10 19:16:10"
a0u4T000005uFC3QAM,App-20220610-298,,"0014T00000RCso8QAD",211000,<$1M,0.0,1.0,<5,White,"501(c)3 public charity",funder-sponsored,a054T00000B1ERfQAN,a064T000001f7w6QAA,Health,Public health,Barr Foundation,Sometimes,"2022-06-10 23:49:16","00515000006O7O1AAK","2023-03-01 20:13:27","0051C000008XsOpQAK","2023-03-01 20:13:27"
a0u4T000005uFC4QAM,App-20220610-299,,"0014T00000Sqbr3QAB",1400916,$1M-$5M,0.0,13.0,"10-20",White,"501(c)3 public charity",self-pay,a054T00000B1ERfQAN,a064T000001f7w7QAA,Education,Equal opportunity in education,,Regularly,"2022-06-10 23:49:16","00515000006O7O1AAK","2023-02-10 19:16:10","0051C000008XsOpQAK","2023-02-10 19:16:10"
a0u4T000006CbRjQAK,App-20221116-1143,"200","0014T00000Y1uuMQAR",500000,<$1M,0.0,1.0,<5,Middle Eastern or North African;White,"501(c)3 public charity",funder-sponsored,a054T00000B1UB5QAN,a064T00000282lPQAQ,Education,Graduate and professional education,Younger Family Fund,Occasionally,"2022-11-16 20:49:16","0054T0000025KzZQAU","2022-12-09 19:56:28","0051C000008XsOpQAK","2022-12-09 19:56:28"
a0u4T000006Ce1eQAC,App-20221117-1145,"20","0014T00000Y1xYKQAZ",2500000,$1M-$5M,0.0,11.0,"10-20",,"501(c)3 public charity",self-pay,a054T00000B1UAlQAN,a064T00000282weQAA,Community and economic development,Rural development (Economic development),,Sometimes,"2022-11-17 15:14:32","0054T0000025KzZQAU","2023-02-28 22:27:15","0054T000001jUQ7QAM","2023-02-28 22:27:15"
a0u4T000006CeJnQAK,App-20221117-1146,"6000","0014T00000Y1xioQAB",4400000,$1M-$5M,0.0,24.0,"21-40",White,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T00000282xcQAA,Human services,Family services,Tipping Point Community,Sometimes,"2022-11-17 15:58:20","0054T0000025KzZQAU","2023-02-28 22:15:46","0054T000001jUQ7QAM","2023-02-28 22:15:46"
a0u4T000006CgtTQAS,App-20221117-1147,"250","0014T00000Y1yYuQAJ",5000000,$1M-$5M,0.0,17.0,"10-20",White,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T000002832dQAA,Education,Elementary and secondary education,Overdeck Family Foundation,Regularly,"2022-11-17 20:05:46","0054T0000025KzZQAU","2023-02-28 22:18:11","0054T000001jUQ7QAM","2023-02-28 22:18:11"
a0u4T000006ChCQQA0,App-20221117-1148,"1000","0014T00000Y1yg5QAB",273000,<$1M,0.0,2.0,<5,White,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T000002833MQAQ,Arts and culture,Performing arts,William Penn Foundation,Occasionally,"2022-11-17 20:46:41","0054T0000025KzZQAU","2023-01-21 00:33:15","0051C000008XsOpQAK","2023-01-21 00:33:15"
a0u4T000006CI9nQAG,App-20221110-319,,"0014T000005TQpVQAW",2695000,$1M-$5M,,34.0,"21-40",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJR7QAM,Human services,Shelter and residential care,Ewing Marion Kauffman Foundation,,"2022-11-10 20:12:22","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIG8QAO,App-20221110-338,,"0014T0000077PxpQAE",31159028,>$25M,,192.0,>100,,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPKQA2,Community and economic development,Financial services,Charles Schwab Bank,,"2022-11-10 20:22:57","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIG9QAO,App-20221110-339,,"0014T000005SRANQA4",9916125,>$5M-$10M,,130.0,>100,,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPLQA2,Human services,Targeted population support,Tracy Family Foundation,,"2022-11-10 20:22:57","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGAQA4,App-20221110-340,,"0014T000005SxJwQAK",14252440,>$10M-$25M,,137.0,>100,,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPzQAM,Health,Reproductive health care,NEPA Funders Collaborative - Parent Account,,"2022-11-10 20:22:57","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGBQA4,App-20221110-341,,"0014T0000077iFrQAI",2892000,$1M-$5M,,15.0,"10-20",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJQ0QAM,Community and economic development,Financial services,Charles Schwab Bank,,"2022-11-10 20:22:57","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGCQA4,App-20221110-342,,"0011C00002WLhbLQAT",11893000,>$10M-$25M,,92.0,"61-100",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJQ1QAM,Human rights,Justice rights,Fondation Chanel,,"2022-11-10 20:22:57","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGDQA4,App-20221110-343,,"0014T000005SQX8QAO",1004833,$1M-$5M,,7.0,"5-9",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPfQAM,Human services,Basic and emergency aid,Ewing Marion Kauffman Foundation,,"2022-11-10 20:22:57","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGEQA4,App-20221110-344,,"0014T000005SQrhQAG",517900,<$1M,,3.0,<5,,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPgQAM,Human services,Youth development,Bravo Foundation,,"2022-11-10 20:22:57","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGFQA4,App-20221110-345,,"0014T000005SRBpQAO",13482089,>$10M-$25M,,17.0,"10-20",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPhQAM,Community and economic development,Financial services,The JPB Foundation,,"2022-11-10 20:22:57","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGGQA4,App-20221110-346,,"0014T000005SQoJQAW",1068524,$1M-$5M,,9.0,"5-9",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPjQAM,Community and economic development,Employment (Economic development),Ewing Marion Kauffman Foundation,,"2022-11-10 20:22:57","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGHQA4,App-20221110-347,,"0014T000005SQoiQAG",3047980,$1M-$5M,,20.0,"10-20",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPkQAM,Human services,Targeted population support,Plough Foundation,,"2022-11-10 20:22:57","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGIQA4,App-20221110-348,,"0014T000005STrwQAG",48500000,>$25M,,825.0,>100,,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPlQAM,Human services,Targeted population support,Virginia G. Piper Charitable Trust,,"2022-11-10 20:22:57","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGJQA4,App-20221110-349,,"0014T000005Sl7iQAC",1948437,$1M-$5M,,22.0,"21-40",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPmQAM,Human services,Youth development,The Boston Foundation,,"2022-11-10 20:22:57","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGKQA4,App-20221110-350,,"0014T000005STXKQA4",8673459,>$5M-$10M,,62.0,"61-100",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPnQAM,Human services,Shelter and residential care,George H. and Estelle M. Sands Foundation,,"2022-11-10 20:22:57","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGLQA4,App-20221110-351,,"0014T000005SmD9QAK",10982209,>$10M-$25M,,91.0,"61-100",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPoQAM,Health,Health care quality,Nord Family Foundation,,"2022-11-10 20:22:57","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGMQA4,App-20221110-352,,"0014T000005TX7uQAG",2310418,$1M-$5M,,22.0,"21-40",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPpQAM,Human services,Shelter and residential care,Anna B. Stearns Charitable Foundation,,"2022-11-10 20:22:57","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGmQAO,App-20221110-373,,"0014T000005STJfQAO",5653000,>$5M-$10M,,32.0,"21-40",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPvQAM,Arts and culture,Performing arts,William and Flora Hewlett Foundation,,"2022-11-10 20:23:02","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGNQA4,App-20221110-353,,"0014T000005TZQPQA4",730700,<$1M,,4.0,<5,,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPrQAM,Sports and recreation,Community recreation,Ewing Marion Kauffman Foundation,,"2022-11-10 20:22:57","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGnQAO,App-20221110-374,,"0014T000005TaXJQA0",5680988,>$5M-$10M,,38.0,"21-40",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPwQAM,Community and economic development,Housing development,Ohio Capital Corporation for Housing,,"2022-11-10 20:23:02","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGOQA4,App-20221110-354,,"0014T000005TXu2QAG",3025934,$1M-$5M,,26.0,"21-40",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPsQAM,Education,Elementary and secondary education,Paul Walker and Jennifer Wheary,,"2022-11-10 20:22:57","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGoQAO,App-20221110-375,,"0014T000005SWGdQAO",7300000,>$5M-$10M,,54.0,"41-60",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPxQAM,Human services,Targeted population support,The James Irvine Foundation,,"2022-11-10 20:23:02","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGPQA4,App-20221110-355,,"0014T000005TT4qQAG",2090772,$1M-$5M,,13.0,"10-20",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPtQAM,Education,Education services,Ewing Marion Kauffman Foundation,,"2022-11-10 20:22:57","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGpQAO,App-20221110-376,,"0014T000005SZitQAG",38176711,>$25M,,114.0,>100,,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPyQAM,Human services,Human services information,Virginia G. Piper Charitable Trust,,"2022-11-10 20:23:02","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGqQAO,App-20221110-377,,"0014T000005SVYuQAO",27515000,>$25M,,104.0,>100,,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJRCQA2,Human services,Basic and emergency aid,NEPA Funders Collaborative - Parent Account,,"2022-11-10 20:23:02","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGrQAO,App-20221110-378,,"0014T000005TocKQAS",6987393,>$5M-$10M,,76.0,"61-100",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPMQA2,Education,Vocational education,Virginia G. Piper Charitable Trust,,"2022-11-10 20:23:02","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGsQAO,App-20221110-379,,"0014T000005SQU4QAO",6629805,>$5M-$10M,,70.0,"61-100",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPNQA2,Human services,Youth development,Anna B. Stearns Charitable Foundation,,"2022-11-10 20:23:02","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGtQAO,App-20221110-380,,"0014T000005TQA3QAO",695000,<$1M,,5.0,"5-9",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPOQA2,Health,Out-patient medical care,NEPA Funders Collaborative - Parent Account,,"2022-11-10 20:23:02","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGuQAO,App-20221110-381,,"0014T0000077hfEQAQ",878623,<$1M,,3.0,<5,,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPPQA2,Health,Public health,Hope and Comfort Innovation Fund,,"2022-11-10 20:23:02","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGvQAO,App-20221110-382,,"0014T000005SRLzQAO",10772191,>$10M-$25M,,62.0,"61-100",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPQQA2,Human services,Shelter and residential care,Rockwell Fund Inc.,,"2022-11-10 20:23:02","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGwQAO,App-20221110-383,,"0014T000005SQdVQAW",5536722,>$5M-$10M,,26.0,"21-40",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPRQA2,Community and economic development,Employment (Economic development),The JPB Foundation,,"2022-11-10 20:23:02","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGxQAO,App-20221110-384,,"0014T000005SQf2QAG",13377580,>$10M-$25M,,84.0,"61-100",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPSQA2,Human services,Shelter and residential care,Tipping Point Community,,"2022-11-10 20:23:02","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGyQAO,App-20221110-385,,"0014T000005TRtsQAG",17840280,>$10M-$25M,,101.0,>100,,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPTQA2,Human services,Basic and emergency aid,Universal Orlando Foundation,,"2022-11-10 20:23:02","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIGzQAO,App-20221110-386,,"0014T000005SQdzQAG",9117435,>$5M-$10M,,147.0,>100,,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPVQA2,Human services,Targeted population support,Julian Grace Foundation,,"2022-11-10 20:23:02","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
